pattern_id,domain,fact_summary,cn_claim,us_claim,hk_claim,mapping_status,hard_case,positive_control,notes
FP-CNUS-351,tort,小区滑梯因螺丝松动导致儿童手指被夹伤 / A child's finger was pinched by a loose bolt on a playground slide in a residential compound.,物业服务人应按照约定和物业使用性质妥善维修养护业主共有部分（民法典第942条第一款）；游乐设施未定期检修致人损害的物业公司应承担赔偿责任。,A playground owner or manager owes a duty of reasonable care to inspect and maintain equipment; failure to detect and remedy loose bolts constitutes negligence; the duty extends to protecting children from foreseeable hazards under the attractive-nuisance doctrine.,An occupier providing playground equipment owes a common duty of care under the Occupiers Liability Ordinance (Cap. 314); failure to maintain equipment in safe condition breaches that duty.,TRI_JURISDICTION_MAPPED,False,True,"All three jurisdictions impose equipment-maintenance duties on playground operators, with liability for injuries caused by loose or deteriorated components."
FP-CNUS-352,criminal,被告人使用AI换脸技术伪造他人不雅视频并传播 / A defendant used deepfake technology to create fake intimate videos of another person and distributed them.,利用信息技术手段伪造他人肖像制作淫秽物品传播的构成制作、传播淫秽物品罪（刑法第363条）并侵犯他人肖像权、名誉权（民法典第1019条、第1024条）。,"Creating and distributing nonconsensual deepfake pornography is criminalized under state deepfake and revenge-porn statutes; it may also give rise to federal prosecution under identity-theft statutes (18 U.S.C. § 1028) and civil claims for defamation, invasion of privacy, and intentional infliction of emotional distress.","Creating and distributing intimate images of another person without consent using deepfake technology may constitute criminal intimidation, publishing obscene articles, and an offense under the Crimes Ordinance (Cap. 200); civil claims for defamation and breach of confidence also apply.",TRI_JURISDICTION_MAPPED,False,True,All three jurisdictions criminalize nonconsensual deepfake pornography through existing criminal statutes and provide civil remedies for the victim.
FP-CNUS-353,contract,买家在二手交易平台购买所谓的专柜正品后鉴定为假货 / A buyer purchased what was represented as an authentic designer item on a secondhand platform; expert appraisal determined it was counterfeit.,经营者提供商品有欺诈行为的应增加赔偿三倍价款（消费者权益保护法第55条第一款）；二手平台卖家以假充真构成欺诈。,"Selling counterfeit goods as authentic on an online marketplace constitutes fraud and may violate the Lanham Act (15 U.S.C. § 1114); the buyer may seek rescission, damages, and under state law treble damages or punitive damages for fraudulent misrepresentation.",DATA_UNAVAILABLE,CN_US_PARTIAL,False,True,"Both CN and US provide strong consumer remedies for counterfeit goods sold as authentic, with CN allowing treble damages and US applying fraud and trademark remedies."
FP-CNHK-168,contract,买家在二手平台购买所谓的专柜正品后鉴定为假货 / A buyer purchased an item represented as authentic that proved counterfeit.,以假充真构成欺诈应增加赔偿三倍价款（消费者权益保护法第55条第一款）。,DATA_UNAVAILABLE,Selling counterfeit goods as authentic constitutes fraud and an offense under the Trade Descriptions Ordinance (Cap. 362) for applying a false trade description; the buyer is entitled to a refund and damages for misrepresentation.,CN_HK_PARTIAL,False,True,"Both CN and HK provide remedies for counterfeit goods sold as authentic, with CN allowing treble damages and HK applying fraud and the Trade Descriptions Ordinance."
FP-CNUS-354,labor,企业与员工约定不缴纳社会保险而将社保费用以现金形式发放 / A company agreed with employees to pay the social-insurance contributions in cash rather than remitting them to the social-security agency.,用人单位和劳动者必须依法参加社会保险并缴纳社会保险费（社会保险法第60条第一款）；约定不缴纳社保而发放现金的约定无效。,An employer cannot contract out of its obligation to pay FICA taxes (Social Security and Medicare) under the Federal Insurance Contributions Act (26 U.S.C. § 3101 et seq.); an agreement to pay the employee in cash in lieu of remitting payroll taxes is void as against public policy.,DATA_UNAVAILABLE,CN_US_PARTIAL,False,True,Both CN and US void agreements that purport to substitute cash payments for mandatory social-security contributions.
FP-CNHK-169,labor,企业与员工约定不缴纳社会保险而以现金形式发放 / A company agreed to pay social-insurance contributions in cash rather than remitting them.,约定不缴纳社保的约定无效（社会保险法第60条第一款）。,DATA_UNAVAILABLE,An employer must enroll employees in the Mandatory Provident Fund scheme under the Mandatory Provident Fund Schemes Ordinance (Cap. 485); an agreement to pay the MPF contributions in cash rather than to the MPF trustee is unlawful and may constitute an offense.,CN_HK_PARTIAL,False,True,Both CN and HK void agreements that substitute cash payments for mandatory retirement-contribution obligations.
FP-CNUS-355,tort,"酒楼厨房烟道长期未清洗导致火灾蔓延至楼上住宅 / A restaurant kitchen's exhaust duct had not been cleaned for an extended period, causing a fire that spread to upstairs residences.",餐饮经营者应定期清洗厨房烟道确保消防安全（消防法第16条第一款第五项；民法典第1198条第一款）。,A restaurant operator that fails to clean kitchen exhaust systems in accordance with fire-code requirements is liable for negligence and violation of fire-safety regulations; failure to clean constitutes negligence per se and the operator is liable for resulting fire damage to neighboring properties.,A restaurant occupier owes a common duty of care under the Occupiers Liability Ordinance (Cap. 314) and must comply with fire-safety requirements; failure to maintain kitchen exhaust ducts is a breach of duty and violation of fire-safety regulations.,TRI_JURISDICTION_MAPPED,False,True,"All three jurisdictions impose fire-safety maintenance duties on restaurant operators, with duct-cleaning obligations forming part of the standard of care."
FP-CNUS-356,criminal,被告人组织他人偷越国境到境外从事网络赌博工作 / A defendant organized others to illegally cross the border to work in an overseas online-gambling operation.,组织他人偷越国境的构成组织他人偷越国境罪（刑法第318条第一款）。,Smuggling persons across an international border for commercial gain constitutes alien smuggling under 8 U.S.C. § 1324; organizing persons to travel for illegal gambling operations may also involve money-laundering and racketeering charges.,Organizing illegal border crossings for the purpose of employment constitutes an offense under the Immigration Ordinance (Cap. 115) and may involve trafficking-in-persons offenses.,TRI_JURISDICTION_MAPPED,False,True,All three jurisdictions criminalize organized illegal border-crossing for commercial purposes.
FP-CNUS-357,corporate,"公司清算组未依法通知已知债权人导致债权人的债权未获清偿 / A company's liquidation committee failed to notify known creditors, resulting in their claims not being satisfied.",清算组应自成立之日起10日内通知债权人并于60日内在报纸上公告（公司法第185条第一款）；未依法通知导致债权人损失的清算组成员应承担赔偿责任。,A liquidating trustee or assignee must provide notice to known creditors; failure to provide adequate notice may result in the creditor's claim not being discharged and potential personal liability of the liquidating fiduciaries for breach of duty.,A liquidator must give notice to creditors and allow them to prove their claims; failure to notify known creditors may render the liquidator personally liable for losses caused to those creditors.,TRI_JURISDICTION_MAPPED,False,True,All three jurisdictions require liquidators to notify known creditors and impose personal liability for failure to do so.
FP-CNUS-358,contract,顾客在餐厅用餐被收取未告知的服务费 / A restaurant charged diners an undisclosed service charge.,经营者提供商品或服务应明码标价并不得收取任何未予标明的费用（价格法第13条第二款；消费者权益保护法第8条）。,A restaurant that adds an undisclosed service charge to the bill may violate state consumer-protection laws and the FTC Act § 5 prohibition on unfair or deceptive practices; the charge must be conspicuously disclosed on the menu or otherwise before ordering.,DATA_UNAVAILABLE,CN_US_PARTIAL,False,True,"Both CN and US require disclosure of service charges before the consumer commits to the transaction, with CN applying the Price Law and US applying FTC and state consumer-protection enforcement."
FP-CNHK-170,contract,顾客在餐厅用餐被收取未告知的服务费 / A restaurant charged an undisclosed service fee.,不得收取未标明的费用（价格法第13条第二款；消费者权益保护法第8条）。,DATA_UNAVAILABLE,A restaurant that adds an undisclosed surcharge may be engaging in misleading conduct; the consumer may dispute the charge and the restaurant may be subject to enforcement action under the Trade Descriptions Ordinance (Cap. 362).,CN_HK_PARTIAL,False,True,"Both CN and HK require disclosure of surcharges in consumer transactions, with CN applying the Price Law and HK applying the Trade Descriptions Ordinance."
FP-CNUS-359,ip,某手机APP屏蔽了视频网站贴片广告 / A mobile app blocked pre-roll advertisements on a video-streaming website.,未经许可破坏他人合法提供的网络产品或服务的正常运行包括屏蔽广告构成不正当竞争（反不正当竞争法第12条第二款第四项）。,"Ad-blocking software that interferes with the delivery of advertisements on a website may give rise to claims of tortious interference with contractual relations and, in some circuits, potential claims under the Computer Fraud and Abuse Act; however, ad-blocking has not been uniformly held to be unlawful in the U.S.",DATA_UNAVAILABLE,CN_US_PARTIAL,True,False,"CN has a more developed statutory prohibition on circumventing internet advertising models through unfair-competition law, while US legal treatment of ad-blocking remains unsettled."
FP-CNHK-171,ip,某手机APP屏蔽了视频网站贴片广告 / A mobile app blocked pre-roll advertisements on a video-streaming website.,屏蔽广告破坏网络服务正常运行构成不正当竞争（反不正当竞争法第12条第二款第四项）。,DATA_UNAVAILABLE,"An app that interferes with the normal delivery of web content by blocking advertisements may raise issues of copyright infringement and passing off, though there is no specific statutory prohibition on ad-blocking in Hong Kong.",CN_HK_PARTIAL,True,False,"CN specifically prohibits ad-blocking as unfair competition, while HK does not have equivalent specific legislation, creating a regulatory asymmetry."
FP-CNUS-360,tort,酒店浴缸防滑垫失效致客人滑倒摔伤 / A hotel guest slipped and was injured in the bathtub because the non-slip mat was worn and ineffective.,宾馆经营者应尽到安全保障义务（民法典第1198条第一款）；防滑设施失效致人损害的宾馆应承担赔偿责任。,A hotel owes a duty of reasonable care to provide safe bathroom facilities; failure to maintain effective anti-slip measures constitutes negligence; the hotel may be strictly liable if the condition was known and not remedied within a reasonable time.,A hotel occupier owes a common duty of care under the Occupiers Liability Ordinance (Cap. 314); failure to provide safe non-slip surfaces in bathrooms is a breach of that duty.,TRI_JURISDICTION_MAPPED,False,True,"All three jurisdictions impose premises-safety duties on hotels, requiring effective anti-slip measures in bathrooms."
FP-CNUS-361,criminal,被告人组织网络水军刷单炒信 / A defendant organized internet fake-reviewers to inflate product ratings and sales figures.,组织网络水军进行虚假交易的构成虚假宣传（反不正当竞争法第8条第一款）并可能构成非法经营罪（刑法第225条第四项）。,Posting fake reviews and engaging in deceptive endorsement practices violates the FTC Act § 5 and the FTC's Endorsement Guides (16 C.F.R. Part 255); the FTC has brought enforcement actions against companies that purchase fake reviews and the practice may also constitute wire fraud (18 U.S.C. § 1343).,Engaging in fake-review schemes to mislead consumers may constitute an offense under the Trade Descriptions Ordinance (Cap. 362) for applying a false trade description to goods and may constitute the common-law offense of conspiracy to defraud.,TRI_JURISDICTION_MAPPED,False,True,"All three jurisdictions prohibit organized fake-review schemes, applying unfair-competition, consumer-protection, and fraud laws."
FP-CNUS-362,procedure,被执行人将名下的股权无偿转让给其未成年子女以逃避执行 / A judgment debtor gratuitously transferred shares to their minor children to evade enforcement.,债务人无偿转让财产对债权人造成损害的债权人可请求法院撤销（民法典第538条）。,"A gratuitous transfer made with actual intent to hinder, delay, or defraud a creditor may be avoided under the Uniform Voidable Transactions Act; the transfer is voidable and the creditor may execute against the transferred property.",A gratuitous transfer made with intent to defraud creditors may be set aside under the Conveyancing and Property Ordinance (Cap. 219) s.60.,TRI_JURISDICTION_MAPPED,False,True,"All three jurisdictions allow creditors to set aside gratuitous transfers made to evade enforcement, with CN, US, and HK each providing statutory avoidance remedies."
FP-CNUS-363,corporate,"公司股东在公司清算前将公司主要财产转移至自己名下导致公司无财产清偿债务 / A shareholder transferred the company's principal assets to themselves before liquidation, leaving the company with no assets to meet creditor claims.",有限责任公司的股东在公司解散后恶意处置公司财产给债权人造成损失的应对公司债务承担相应赔偿责任（公司法解释二第18条）。,A shareholder who strips corporate assets prior to dissolution may be liable for fraudulent transfer and may be held personally liable for corporate debts under the trust-fund doctrine or the doctrine of piercing the corporate veil.,"A shareholder who transfers corporate assets to defeat creditors before winding-up may be liable for fraudulent trading under the Companies (Winding Up and Miscellaneous Provisions) Ordinance (Cap. 32) s.275, and the transfer may be set aside as a fraudulent conveyance.",TRI_JURISDICTION_MAPPED,False,True,All three jurisdictions hold shareholders liable for asset-stripping before dissolution and allow the transfers to be set aside for the benefit of creditors.
FP-CNUS-364,labor,公司因疫情影响裁员但未按照劳动合同法规定的程序操作 / A company conducted pandemic-related layoffs without following the statutory procedures.,裁减人员20人以上或占职工总数10%以上的用人单位应提前30日向工会或全体职工说明情况并听取意见后向劳动行政部门报告（劳动合同法第41条）。,The WARN Act (29 U.S.C. § 2101 et seq.) requires employers with 100 or more employees to provide 60-day advance notice of plant closings and mass layoffs; an exception for unforeseeable business circumstances or natural disasters may apply to sudden pandemic-related closures.,Mass layoffs are governed by the Employment Ordinance (Cap. 57); an employer dismissing employees by reason of redundancy must make statutory severance or long-service payments; there is no general statutory requirement for advance notice of collective redundancies.,TRI_JURISDICTION_PARTIAL,False,True,"CN and US impose advance-notice and consultation requirements for mass layoffs, while HK requires severance payments but not advance notice, creating an asymmetry in procedural protections."
FP-CNUS-365,contract,消费者在加盟合同中约定的独家区域经营被品牌方违反 / A franchisee's exclusive territory under the franchise agreement was violated by the franchisor.,特许人违反合同约定的应承担违约责任（民法典第577条）；在特许经营合同中约定独占区域经营的，特许人不得在该区域内再许可他人。,"A franchisor that violates an exclusive-territory provision breaches the franchise agreement; the franchisee may seek damages for lost profits and, in appropriate cases, an injunction against the franchisor's encroachment; the FTC Franchise Rule (16 C.F.R. Part 436) requires disclosure of territorial protections.",DATA_UNAVAILABLE,CN_US_PARTIAL,False,True,"Both CN and US enforce exclusive-territory provisions in franchise agreements, providing damages and injunctive relief for franchisor encroachment."
FP-CNHK-172,contract,品牌方违反加盟合同中约定的独家区域经营 / A franchisor violated the exclusive territory in a franchise agreement.,特许人违反合同应承担违约责任（民法典第577条）。,DATA_UNAVAILABLE,A franchisor that breaches an exclusive-territory clause is liable in damages for breach of contract; the franchisee may seek an injunction to restrain further encroachment.,CN_HK_PARTIAL,False,True,Both CN and HK enforce exclusive-territory franchise provisions through damages and injunctive relief for breach of contract.
FP-CNUS-366,tort,酒驾肇事司机逃逸，伤者无法找到肇事者只能向道路交通事故社会救助基金求助 / A drunk driver fled the scene of an accident; the injured victim could not locate the driver and sought help from the road-traffic-accident social-assistance fund.,道路交通事故社会救助基金管理机构在抢救费用超过交强险责任限额、肇事机动车未参加强制保险或机动车肇事后逃逸的情形下应垫付受害人人身伤亡的丧葬费用、部分或全部抢救费用（道路交通安全法第75条）。,"Victims of hit-and-run accidents may seek compensation from their own uninsured-motorist coverage, and many states have crime-victims' compensation funds; there is no general federal fund for hit-and-run victims.",The Traffic Accident Victims Assistance Scheme provides financial assistance to victims of traffic accidents who are unable to obtain compensation; the applicant must demonstrate financial need and the inability to recover from other sources.,TRI_JURISDICTION_PARTIAL,False,True,"CN and HK provide statutory assistance funds for hit-and-run victims, while US relies primarily on private insurance, creating different victim-compensation frameworks."
FP-CNUS-367,admin,市民对当地政府作出的房屋征收补偿决定向法院提起行政诉讼 / A citizen filed an administrative lawsuit challenging the local government's housing-expropriation compensation decision.,被征收人对征收补偿决定不服的可依法申请行政复议或提起行政诉讼（国有土地上房屋征收与补偿条例第26条）。,"A property owner may challenge a condemnation award in court; the government's determination of just compensation is subject to de novo judicial review under the Fifth Amendment, and the property owner has the right to a jury trial on the compensation amount.",A person aggrieved by a compulsory-acquisition compensation decision may appeal to the Lands Tribunal for a determination of the amount of compensation; the Tribunal's decision is subject to appeal to the Court of Appeal on a point of law.,TRI_JURISDICTION_MAPPED,False,True,"All three jurisdictions provide independent judicial or tribunal review of compulsory-acquisition compensation decisions, ensuring fair market-value assessment."
FP-CNUS-368,criminal,被告人偷拍军事管理区照片并发送给境外人员 / A defendant secretly photographed a military-controlled area and sent the images to a person abroad.,为境外机构、组织、人员窃取、刺探、收买、非法提供国家秘密或情报的构成为境外窃取、刺探、收买、非法提供国家秘密、情报罪（刑法第111条）。,Photographing or gathering defense information with intent or reason to believe that the information will be used to the injury of the United States or to the advantage of a foreign nation constitutes espionage under the Espionage Act (18 U.S.C. § 793).,Photographing a prohibited place for a purpose prejudicial to the safety or interests of the State may constitute an offense under the Official Secrets Ordinance (Cap. 521); transmitting such images to a foreign person may constitute espionage.,TRI_JURISDICTION_MAPPED,False,True,All three jurisdictions criminalize espionage involving the unauthorized collection and transmission of defense-related information to foreign persons.
FP-CNUS-369,procedure,"执行依据被再审法院撤销后被执行人申请执行回转 / After the judgment underlying the execution was reversed on retrial, the original debtor sought restitution of property already transferred under the execution.",执行完毕后据以执行的判决、裁定和其他法律文书确有错误被法院撤销的对已被执行的财产法院应作出裁定责令取得财产的人返还（民事诉讼法第240条）。,Restitution following reversal of a judgment is governed by the law of restitution and unjust enrichment; the court may order the judgment creditor to restore the benefits received under the reversed judgment.,"Where a judgment is set aside on appeal after execution, the court may order restitution of property or payment transferred under the original judgment to prevent unjust enrichment.",TRI_JURISDICTION_MAPPED,False,True,"All three jurisdictions provide for restitution following reversal of an executed judgment, preventing the judgment creditor from retaining benefits obtained under a subsequently-reversed judgment."
FP-CNUS-370,ip,某制药公司利用专利常青化策略在原药专利到期前对次要改进申请新专利 / A pharmaceutical company used patent evergreening to file secondary patents on minor improvements before the original drug patent expired.,对已知产品的次要改进申请专利的应具备创造性（专利法第22条第三款）；对不具备创造性的常青化专利申请应不予授权。,Secondary patents on minor drug modifications are subject to obviousness review under 35 U.S.C. § 103; the FTC and courts have scrutinized patent-evergreening practices that delay generic entry; the Hatch-Waxman Act provides mechanisms for challenging such patents.,DATA_UNAVAILABLE,CN_US_PARTIAL,False,True,"Both CN and US apply inventiveness/obviousness requirements to prevent patent evergreening of pharmaceutical products, with CN using the patent-examination framework and US using the Hatch-Waxman challenge system."
FP-CNHK-173,ip,某制药公司利用专利常青化策略对次要改进申请新专利 / A pharmaceutical company filed secondary patents on minor improvements to evergreen its drug monopoly.,次要专利应具备创造性（专利法第22条第三款）。,DATA_UNAVAILABLE,A patent application must demonstrate an inventive step; minor modifications to an existing drug that would be obvious to a person skilled in the art are not patentable under the Patents Ordinance (Cap. 514) s.9F.,CN_HK_PARTIAL,False,True,"Both CN and HK require an inventive step for patentability, preventing evergreening through obvious secondary patents."
FP-CNUS-371,tax,居民在海外购置不动产但未向境内税务机关申报 / A resident purchased foreign real estate without reporting it to domestic tax authorities.,居民个人从中国境外取得的所得应依法申报（个人所得税法第1条）；境外不动产的租金收入和处置收益属境外所得应予申报。,U.S. persons must report worldwide income including foreign rental income and gains from foreign real estate sales; failure to report subjects the taxpayer to penalties under I.R.C. § 6662; foreign real estate must also be reported on Form 8938 if the aggregate value exceeds the threshold.,DATA_UNAVAILABLE,CN_US_PARTIAL,False,True,Both CN and US require residents to report foreign real estate income and gains with robust disclosure frameworks.
FP-CNHK-174,tax,居民海外购置不动产未向境内税务机关申报 / A resident purchased foreign real estate without reporting it.,境外所得包括境外不动产收益应依法申报（个人所得税法第1条）。,DATA_UNAVAILABLE,Hong Kong does not tax foreign-sourced rental income or capital gains on foreign real estate; there is generally no requirement to report foreign real estate holdings unless the income is Hong Kong-sourced.,CN_HK_PARTIAL,True,False,"CN taxes worldwide income from foreign real estate while HK's territorial system generally does not, creating a significant reporting asymmetry."
FP-CNUS-372,admin,境内企业拟与境外合作伙伴共享涉及个人健康的医疗大数据用于跨国科研项目 / A domestic enterprise planned to share personal-health big data with an overseas partner for a multinational research project.,向境外提供个人健康医疗数据的应通过出境安全评估并取得个人单独同意（个人信息保护法第38条、第39条；数据安全法第36条）。,Cross-border sharing of health data for research is subject to HIPAA (45 C.F.R. § 164.514) de-identification requirements and institutional-review-board oversight under the Common Rule (45 C.F.R. Part 46); informed consent is required unless the data is properly de-identified.,DATA_UNAVAILABLE,CN_US_PARTIAL,True,False,"CN imposes significant cross-border health-data transfer restrictions through security assessments, while US regulates through HIPAA and research-ethics frameworks, creating a regulatory asymmetry."
FP-CNUS-373,family,"夫妻离婚时发现一方在婚内为婚外异性购买的房产 / During divorce, a spouse discovered the other had purchased real estate for an extramarital partner during the marriage.",夫妻一方将共同财产赠与他人的行为超越了日常家事代理权范围，另一方可主张该赠与行为无效并要求返还财产（民法典第1060条、第1092条）。,A spouse who dissipates marital assets by purchasing real estate for a paramour has committed marital waste; the court may order reimbursement to the marital estate or award a larger share of remaining assets to the innocent spouse.,DATA_UNAVAILABLE,CN_US_PARTIAL,False,True,"Both CN and US provide remedies for dissipation of marital assets through gifts to paramours, with CN allowing invalidation of the transfer and US treating it as marital waste."
FP-CNHK-175,family,"夫妻离婚时发现一方在婚内为婚外异性购买房产 / During divorce, a spouse discovered the other had purchased property for an extramarital partner.",对婚外异性的赠与可主张无效并要求返还（民法典第1060条、第1092条）。,DATA_UNAVAILABLE,A spouse who diverts matrimonial assets to purchase property for a third party may be found to have dissipated matrimonial assets; the court may notionally add back the value of the gift and adjust the division of remaining assets accordingly.,CN_HK_PARTIAL,False,True,"Both CN and HK provide relief when one spouse dissipates assets on a paramour, with CN allowing the innocent spouse to recover the property and HK using notional add-back in ancillary relief."
FP-CNUS-374,admin,"某地方以打击网络谣言为由要求各社交平台将用户发布的全部内容提前送审 / A local government required social-media platforms to submit all user content for pre-publication review, citing the need to combat online rumors.",公民有言论自由（宪法第35条）；对互联网信息内容的监管应有法律依据并遵循比例原则；全面事前审查超出必要限度。,"A system of prior restraint on speech is presumptively unconstitutional under the First Amendment; a government requirement for blanket pre-publication review of user content would be struck down as an impermissible prior restraint; the government bears a heavy burden to justify any prior restraint; Near v. Minnesota, 283 U.S. 697 (1931).",DATA_UNAVAILABLE,CN_US_PARTIAL,True,False,"Both CN and US restrict prior restraints on speech, with CN requiring statutory authorization and proportionality and US applying the First Amendment presumption against prior restraints."
FP-CNUS-375,criminal,被告人非法获取计算机信息系统中存储的大量公民个人信息后出售 / A defendant illegally obtained large volumes of citizen personal data stored in a computer system and sold it.,违反国家规定侵入计算机信息系统或采用其他技术手段获取该计算机信息系统中存储、处理或传输的数据情节严重的构成非法获取计算机信息系统数据罪（刑法第285条第二款）；同时构成侵犯公民个人信息罪（刑法第253条之一）。,Accessing a computer without authorization and obtaining information constitutes a violation of the Computer Fraud and Abuse Act (18 U.S.C. § 1030(a)(2)); selling personal data obtained thereby may also violate identity-theft statutes (18 U.S.C. § 1028) and the CAN-SPAM Act.,Unauthorized access to a computer with dishonest intent to obtain data is an offense under the Crimes Ordinance (Cap. 200) s.161; using the data for sale may also constitute an offense under the Personal Data (Privacy) Ordinance (Cap. 486).,TRI_JURISDICTION_MAPPED,False,True,All three jurisdictions criminalize unauthorized computer access and data theft plus the sale of the stolen data.
FP-CNUS-376,contract,购房者在开发商宣传中以学区房为卖点购买房屋后却发现不符合入学条件 / A homebuyer purchased a property marketed as being in a desirable school district but later discovered it did not qualify for enrollment in the promised schools.,房地产广告不得含有为入住者办理户口、就业、升学等事项的承诺（房地产广告发布规定第18条）；开发商虚假宣传学区房的构成欺诈。,A developer's material misrepresentation about school-district eligibility constitutes fraud and may violate state consumer-protection laws; the buyer may seek rescission or damages for the diminished value of the property.,DATA_UNAVAILABLE,CN_US_PARTIAL,False,True,"Both CN and US provide remedies for developer misrepresentations about school-district eligibility, with CN applying advertising regulations and fraud law and US applying fraud and state consumer-protection laws."
FP-CNHK-176,contract,购房者因开发商宣传学区房购买后发现不符合入学条件 / A homebuyer purchased a property marketed as qualifying for a particular school but found it did not.,开发商虚假宣传学区房构成欺诈。,DATA_UNAVAILABLE,A developer's representation about school-district eligibility that proves false may constitute misrepresentation; the buyer may seek rescission of the contract or damages for the difference in value between the property as represented and as actually situated.,CN_HK_PARTIAL,False,True,Both CN and HK provide remedies for developer misrepresentations about school-district eligibility through fraud and misrepresentation claims.
FP-CNUS-377,tort,"幼儿园因未及时发现幼儿将弹珠塞入鼻腔导致窒息 / A kindergarten failed to notice a child inserting a marble into their nostril, resulting in suffocation.",无民事行为能力人在教育机构学习生活期间受到人身损害的教育机构应承担推定过错责任（民法典第1199条）。,"A childcare facility owes a heightened duty of supervision to young children; failure to supervise children during play activities to prevent hazardous behavior constitutes negligence, and the doctrine of res ipsa loquitur may apply.",A kindergarten owes a high duty of care to children in its charge; failure to adequately supervise young children during play to prevent foreseeable harm constitutes breach of that duty.,TRI_JURISDICTION_MAPPED,False,True,All three jurisdictions impose a heightened duty of supervision on childcare facilities for the protection of young children from foreseeable harm.
FP-CNUS-378,corporate,"公司被吊销营业执照后清算义务人未在法定期限内组织清算 / After a company's business license was revoked, the person responsible for liquidation failed to organize liquidation within the statutory period.",公司应在解散事由出现之日起15日内成立清算组开始清算（公司法第183条）；清算义务人未及时履行清算义务的应对公司债务承担赔偿责任。,"Upon dissolution, a corporation must wind up its affairs and liquidate its assets; directors who fail to commence winding-up proceedings may be liable for post-dissolution obligations incurred and for breach of fiduciary duties.","Upon dissolution, the company must be wound up; directors who fail to take steps to wind up the company may be liable for continuing to trade and for breach of duty.",TRI_JURISDICTION_MAPPED,False,True,All three jurisdictions impose a duty on directors or responsible persons to promptly initiate liquidation upon dissolution.
FP-CNUS-379,ip,某视频平台未获许可即提供体育赛事直播画面 / A video platform provided livestreaming of a sports event without a license.,体育赛事直播节目符合独创性要求的构成视听作品受著作权保护（著作权法第3条第六项）；未经许可提供体育赛事直播的构成侵犯著作权。,Live sports broadcasts are protected under the Copyright Act; unauthorized retransmission of a sports broadcast violates the copyright owner's exclusive right of public performance under 17 U.S.C. § 106(4); statutory damages and injunctive relief are available.,Live sports broadcasts are protected as copyright works; unauthorized communication of a sports broadcast to the public infringes the copyright under the Copyright Ordinance (Cap. 528).,TRI_JURISDICTION_MAPPED,False,True,All three jurisdictions protect sports broadcasts under copyright law and require a license for public retransmission.
FP-CNUS-380,tort,某公共厕所地面有肥皂水未清理致老人滑倒骨折 / An elderly person slipped on soapy water left unremoved on a public restroom floor and fractured a bone.,管理人对其管理的公共场所应尽到安全保障义务（民法典第1198条第一款）；未及时清理地面湿滑物致人损害的应承担赔偿责任。,The operator of a public restroom owes a duty of reasonable care to keep the floor in a safe condition; failure to clean a known slippery substance within a reasonable time constitutes negligence; constructive notice may be established where the condition existed for a sufficient time.,An occupier of a public restroom owes a common duty of care under the Occupiers Liability Ordinance (Cap. 314); failure to remove a slip hazard within a reasonable time is a breach of duty.,TRI_JURISDICTION_MAPPED,False,True,All three jurisdictions impose premises-safety duties on public-restroom operators to promptly remove slip hazards.
FP-CNUS-381,criminal,"被告人编造虚假恐怖信息在社会上引发恐慌 / A defendant fabricated false terrorist threats, causing public panic.",编造虚假恐怖信息传播或放任传播严重扰乱社会秩序的构成编造、故意传播虚假恐怖信息罪（刑法第291条之一）。,Communicating false information concerning an alleged terrorist attack is a federal crime under 18 U.S.C. § 1038 (false information and hoaxes); the offense carries severe penalties where the hoax results in an emergency response.,Communicating false information that causes public alarm may constitute an offense under the Public Order Ordinance (Cap. 245) and the common-law offense of public mischief.,TRI_JURISDICTION_MAPPED,False,True,All three jurisdictions criminalize the communication of false terrorist threats that cause public alarm.
FP-CNUS-382,contract,租房平台在未通知租户的情况下擅自进入出租屋维修 / A rental platform entered the leased premises to conduct repairs without notifying the tenant.,出租人应履行租赁物的维修义务（民法典第712条）但应提前通知承租人；未通知擅自进入的构成对承租人居住安宁的侵害。,"A landlord has the right to enter leased premises to make repairs but generally must provide reasonable advance notice, typically 24-48 hours, except in emergencies; unauthorized entry may constitute trespass and breach of the covenant of quiet enjoyment.",DATA_UNAVAILABLE,CN_US_PARTIAL,False,True,"Both CN and US require landlords to provide advance notice before entering leased premises for repairs, protecting the tenant's right to quiet enjoyment."
FP-CNHK-177,contract,租房平台未通知租户擅自进入出租屋维修 / A rental platform entered the leased premises for repairs without notifying the tenant.,进入出租屋维修应提前通知承租人。,DATA_UNAVAILABLE,A landlord must give reasonable notice before entering the premises for repairs; failure to do so constitutes trespass and a breach of the implied covenant for quiet enjoyment.,CN_HK_PARTIAL,False,True,"Both CN and HK require landlords to provide notice before entering leased premises for repairs, protecting tenants' possessory rights."
FP-CNUS-383,procedure,被执行人假借离婚将全部财产转移至配偶名下逃避债务 / A judgment debtor fraudulently obtained a divorce and transferred all property to the former spouse to evade debt.,债权人可请求法院撤销债务人通过离婚协议以明显不合理的低价转让财产的行为（民法典第538条、第539条）。,"A transfer incident to a divorce that is made with actual intent to hinder, delay, or defraud creditors is a fraudulent transfer that may be avoided under the Uniform Voidable Transactions Act.",A transfer of property under a divorce settlement made with intent to defraud creditors may be set aside under the Conveyancing and Property Ordinance (Cap. 219) s.60.,TRI_JURISDICTION_MAPPED,False,True,All three jurisdictions allow avoidance of fraudulent transfers made through divorce settlements to evade creditors.
